API#,Operator,Operator ID,WellType,WellName,WellNumber,Order/Permit,Approval Date,County,Sec,Twp,Rng,Q4,Q3,Q2,Q1,LAT,LONG,PSI,BBLS,GAS,MCF,ZONE
3500335499,OPEN RANGE ENERGY LLC,24480,2D,NELSON,2,75500,1969-07-14T00:00:00Z,ALFALFA,14,24N,11W,NA,C,NE,SE,36.555654,-98.33893,0,35,NA,NA,OSWEGO
3500700094,E2 OPERATING LLC,23901,2D,CARTER HAYWOOD,1 SWD,1300130098,2012-08-10T00:00:00Z,BEAVER,4,01N,21ECM,NA,C,NE,NE,36.585544209,-100.79418619,1000,10000,NA,NA,BROWN DOLOMITE
3500700493,SNYDER PARTNERS,19732,CDW,HUNTER,1,559356,2008-09-11T00:00:00Z,BEAVER,15,06N,22ECM,NA,C,SW,NE,36.98860876,-100.6635834,2000,6000,NA,NA,KANSAS CITY
3500700541,ENTERPRISE PRODUCTS OPERATING LLC,22247,LPGGS,MOCANE PLANT  LPG,2,339008,1974-11-21T00:00:00Z,BEAVER,18,05N,25ECM,NA,SW,SW,NE,36.900535,-100.3938,700,14400,NA,NA,CIMARRON SALT
3500700542,ENTERPRISE PRODUCTS OPERATING LLC,22247,LPGGS,MOCANE PLANT LPG,1,45055,1989-05-24T00:00:00Z,BEAVER,18,05N,25ECM,NA,SW,SW,NE,36.900535,-100.3938,700,14400,NA,NA,CIMARRON SALT
3500720493,UNIT PETROLEUM COMPANY,16711,2D,SAUNDERS SWD,1,1006660139,2010-05-03T00:00:00Z,BEAVER,14,01N,22ECM,W2,E2,SW,NW,36.55289266,-100.66434564,750,10000,NA,NA,WOLFCAMPIAN
3500720654,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3114,441782,2000-06-05T00:00:00Z,BEAVER,31,01N,20ECM,NA,SE,SE,NE,36.507262,-100.9397,2000,2000,GAS,4000,MORROW UP
3500720687,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3262,442405,2000-06-29T00:00:00Z,BEAVER,32,01N,20ECM,SE,NE,SE,SW,36.501901,-100.9307,2000,2000,GAS,4000,MORROW UP
3500720688,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3533,504988,2005-05-05T00:00:00Z,BEAVER,35,01N,20ECM,C,S2,SW,NW,36.507555,-100.8822,2000,2000,GAS,2000,MORROW UP
3500720689,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3233,443966,2000-08-22T00:00:00Z,BEAVER,32,01N,20ECM,C,E2,NE,NW,36.511871,-100.9318,2000,2000,GAS,4000,MORROW UP
3500720694,CAPTUREPOINT LLC,24125,2D,CAMRICK UNIT,3472,533960,2007-01-04T00:00:00Z,BEAVER,34,01N,20ECM,SE,NE,NW,SE,36.506179079,-100.887075404,2000,2000,GAS,4000,MORROW UP
3500720711,RESOURCE OIL AND GAS LLC,24248,2D,TRENTHAM SWD,1,1403020023,2013-11-25T00:00:00Z,BEAVER,21,01N,20ECM,C,SE,SW,SW,36.530301893,-100.914468356,1250,50000,NA,NA,WOLFCAMP
3500720753,URBAN OIL & GAS GROUP LLC,22756,2D,R E ADAMS,D-2A,102780,1974-02-23T00:00:00Z,BEAVER,11,06N,24ECM,NA,C,NW,SE,36.99936,-100.42992,0,200,NA,NA,"COUNCIL GROVE, LANSING"
3500720921,BENNETT OPERATING COMPANY LLC,23555,CDW,"MILES ""K""",3 SWD,504986,2005-05-05T00:00:00Z,BEAVER,14,04N,24ECM,W2,W2,E2,SE,36.808405,-100.4385,500,1000,NA,NA,LANSING-KANSAS CITY
3500720995,ENTERPRISE PRODUCTS OPERATING LLC,22247,2D,E E EVANS,1 SWD,108744,1974-11-14T00:00:00Z,BEAVER,18,05N,25ECM,SE,SW,SW,NE,36.900082,-100.3932,1500,8400,NA,NA,"CHASE, COUNCIL GROVE, ADMIRE, WABAUNSEE, DOUGLAS"
3500721044,GENERAL INC,819,CDW,BEAVER SWD,1,355561,1991-03-28T00:00:00Z,BEAVER,2,04N,28ECM,NA,NA,C,SE,36.836686,-100.0059,1200,4500,NA,NA,BROWN DOLOMITE
3500721102,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3252,442404,2000-06-29T00:00:00Z,BEAVER,32,01N,20ECM,N2,S2,NW,SW,36.50462,-100.9363,2000,2000,GAS,4000,MORROW UP
3500721200,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2962,442410,2000-06-29T00:00:00Z,BEAVER,29,01N,20ECM,W2,E2,SW,SW,36.515495,-100.9363,2000,2000,GAS,4000,MORROW UP
3500721223,E2 OPERATING LLC,23901,2D,OLLIE DEAN,1 SWD,1103690069,2011-02-07T00:00:00Z,BEAVER,32,02N,24ECM,C,NE,SW,SW,36.59005189,-100.5013954,750,10000,NA,NA,BROWN DOLOMITE
3500721250,OVERFLOW ENERGY LLC,22383,CDW,ANNA BRYAN,2,414169,1981-07-21T00:00:00Z,BEAVER,19,02N,21ECM,W2,SE,SW,SW,36.616445,-100.8462,500,2000,NA,NA,WOLFCAMP
3500721271,CUMMINGS OIL COMPANY,5481,2D,MEYERS,1-30,433596,1999-07-09T00:00:00Z,BEAVER,30,06N,26ECM,SW,SE,NW,SE,36.954395,-100.2837,1000,500,NA,NA,LANSING-KANSAS CITY
3500721366,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2762,496020,2004-10-08T00:00:00Z,BEAVER,27,01N,20ECM,NA,SE,SE,SW,36.514736,-100.8947,2000,2000,GAS,2000,MORROW UP
3500721536,E2 OPERATING LLC,23901,2D,PUGH,24A SWD,1100780133,2010-09-22T00:00:00Z,BEAVER,24,02N,23ECM,NA,C,SW,SW,36.61807554,-100.538467,750,10000,NA,NA,WOLFCAMPIAN (BROWN DOLOMITE)
3500721779,SNYDER PARTNERS,19732,2R,BENJEGERDES,2,370879,1992-12-31T00:00:00Z,BEAVER,2,03N,23ECM,NA,C,NE,NE,36.759396,-100.5444,500,1000,NA,NA,MARMATON
3500721857,E2 OPERATING LLC,23901,2D,OLLENBERGER,1 SWD,1107950052,2011-07-20T00:00:00Z,BEAVER,23,01N,21ECM,NA,C,SW,SW,36.53108508,-100.7716831,1000,10000,NA,NA,BROWN DOLOMITE
3500721869,LATIGO OIL AND GAS INC,10027,2D,DYER,1-7,494684,2004-09-08T00:00:00Z,BEAVER,7,04N,27ECM,NA,NA,C,NW,36.829927,-100.1952,500,300,NA,NA,COUNCIL GROVE
3500721916,RESOURCE OIL AND GAS LLC,24248,2R,STICKLER INJECTOR,1,389473,1995-01-19T00:00:00Z,BEAVER,6,03N,21ECM,NA,C,SW,NE,36.755116,-100.8372,2000,2200,NA,NA,CHESTER
3500721948,SPESS OIL COMPANY INC,2057,2R,WEUMU HELEN 6,1 (WIW),358629,1991-07-17T00:00:00Z,BEAVER,26,02N,23ECM,C,S2,NE,SE,36.606224,-100.5444,500,200,NA,NA,MORROW UP
3500722077,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2974,442402,2000-06-29T00:00:00Z,BEAVER,29,01N,20ECM,NA,C,NE,SE,36.519122,-100.9228,2000,2000,GAS,4000,MORROW UP
3500722089,NICHOLS WATER SERVICE INC,13447,CDW,NICHOLS,1 SWD,394314,1995-08-02T00:00:00Z,BEAVER,30,06N,24ECM,C,NE,NE,SE,36.956694,-100.4954,500,1000,NA,NA,COUNCIL GROVE
3500722205,E2 OPERATING LLC,23901,2D,HOOVER,1 SWD,1107000057,2011-06-20T00:00:00Z,BEAVER,5,01N,20ECM,SE,SE,NW,SE,36.57693777,-100.9231247,1000,10000,NA,NA,BROWN DOLOMITE
3500722338,J-BREX COMPANY,16411,2D,HOWARD,1,1004150076,2010-01-13T00:00:00Z,BEAVER,27,01N,26ECM,NA,C,SW,SW,36.5164259,-100.2514,300,500,NA,NA,DOLOMITE
3500722457,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3213,572844,2010-01-14T00:00:00Z,BEAVER,32,01N,20ECM,C,NE,SW,NE,36.509606,-100.9257,2000,2000,GAS,4000,MORROW UP
3500722626,WILLIFORD ENERGY COMPANY,7697,2R,SOUTH ELMWOOD UNIT,5-1,298392,1986-05-22T00:00:00Z,BEAVER,35,01N,23ECM,NA,C,SE,SE,36.501089,-100.5432,700,3200,NA,NA,MORROW
3500722693,E2 OPERATING LLC,23901,2D,CS,1-8 SWD,1202110012,2011-11-01T00:00:00Z,BEAVER,8,03N,22ECM,C,E2,SW,NE,36.741550135,-100.708318889,1000,10000,NA,NA,BROWN DOLOMITE
3500722714,CONOCOPHILLIPS CO,1701,2D,"MEHNERT ""A""",3,402536,1996-06-10T00:00:00Z,BEAVER,21,01N,25ECM,NA,W2,SE,SW,36.531052,-100.3731,50,300,NA,NA,HERRINGTON (BROWN DOLOMITE)
3500722922,URBAN OIL & GAS GROUP LLC,22756,2R,ADAMS RANCH,D-12,326515,1988-06-01T00:00:00Z,BEAVER,10,06N,24ECM,C,N2,SE,SE,36.996751,-100.443482,914,2500,NA,NA,LANSING
3500722934,STONE OAK OPERATING LLC,24011,2D,HEITSCHMIDT,3-23,1502410043,2014-11-26T00:00:00Z,BEAVER,23,06N,21ECM,C,N2,SE,NW,36.974358,-100.7584,1000,750,NA,NA,LANSING-KANSAS CITY
3500722992,H2OX LLC,23088,2R,BJ PERU,16-1,412657,1997-05-27T00:00:00Z,BEAVER,36,04N,21ECM,C,SE,NE,NE,36.772616,-100.7415,2000,2000,NA,NA,CHESTER
3500722998,SPESS OIL COMPANY INC,2057,2R,WEUMU,2 (WIW),358628,1991-07-17T00:00:00Z,BEAVER,27,02N,23ECM,NA,NE,NW,NE,36.615268,-100.5658,500,300,NA,NA,MORROW
3500723096,H2OX LLC,23088,2R,BJ PERU,11-1,413020,1997-06-05T00:00:00Z,BEAVER,31,04N,22ECM,C,E2,SE,NW,36.769945,-100.7325,2000,2000,NA,NA,CHESTER
3500723118,RESOURCE OIL AND GAS LLC,24248,2D,WEABER,1-24,1203330005,2011-12-28T00:00:00Z,BEAVER,24,01N,21ECM,NA,C,NE,NE,36.5415,-100.7426,1350,12000,NA,NA,WOLFCAMP
3500723140,H2OX LLC,23088,2R,BJ PERU,2-1,415393,1997-08-25T00:00:00Z,BEAVER,1,03N,21ECM,C,W2,NW,NE,36.759021,-100.7483,2000,2000,NA,NA,CHESTER
3500723201,H2OX LLC,23088,2R,BJ PERU,19-1,413089,1997-06-10T00:00:00Z,BEAVER,31,04N,22ECM,C,S2,NE,NE,36.772664,-100.7246,2000,2000,NA,NA,CHESTER
3500723211,H2OX LLC,23088,2R,BJ PERU,13-1,527606,2006-07-26T00:00:00Z,BEAVER,31,04N,22ECM,C,S2,SE,NE,36.769039,-100.7246,2000,2500,NA,NA,CHESTER
3500723214,RESOURCE OIL AND GAS LLC,24248,2R,MORRIS ENHANCED RECOVERY UNIT,1-3,352830,1990-12-21T00:00:00Z,BEAVER,1,03N,21ECM,S2,E2,SW,SE,36.755396,-100.7471,2000,2500,NA,NA,CHESTER
3500723220,RESOURCE OIL AND GAS LLC,24248,2R,MORRIS ENHANCED RECOVERY UNIT,6-2,352831,1990-12-21T00:00:00Z,BEAVER,12,03N,21ECM,NA,C,S2,NW,36.740894,-100.7539,2000,2500,NA,NA,CHESTER
3500723397,TEX-OK ENERGY LP,18105,CDW,WATSON,1-26,1303340052,2013-04-01T00:00:00Z,BEAVER,26,05N,22ECM,C,N2,SW,SW,36.865864,-100.6546,500,5000,NA,NA,"CHASE, COUNCIL GROVE"
3500723407,RESOURCE OIL AND GAS LLC,24248,2D,DELK SWD (DELK 2-2),2-2,1404110018,2014-01-16T00:00:00Z,BEAVER,2,01N,21ECM,W2,E2,NW,NE,36.585517637,-100.761747406,1400,12000,NA,NA,BROWN DOLOMITE
3500723446,LATIGO OIL AND GAS INC,10027,2D,DARREL COX,1-2,330603,1997-12-17T00:00:00Z,BEAVER,2,03N,26ECM,E2,SW,NW,NW,36.758391,-100.2346,500,1000,NA,NA,CHECKERBOARD
3500723515,LATIGO OIL AND GAS INC,10027,2D,RALPH,2-35,1201630001,2011-11-10T00:00:00Z,BEAVER,35,04N,26ECM,NA,NA,C,SW,36.764735,-100.2312,500,5000,NA,NA,"CHASE, COUNCIL GROVE"
3500723641,WILLIFORD ENERGY COMPANY,7697,2R,SOUTH ELMWOOD UNIT,11-2,414703,1997-08-01T00:00:00Z,BEAVER,31,01N,24ECM,NW,NW,SE,SW,36.503386,-100.519,1000,3000,NA,NA,MORROW UP
3500723738,RESOURCE OIL AND GAS LLC,24248,2R,MORRIS ENHANCED RECOVERY UNIT,8-5,352320,1990-12-06T00:00:00Z,BEAVER,12,03N,21ECM,NW,NW,SW,NE,36.742254,-100.7488,2000,2500,NA,NA,CHESTER
3500723785,URBAN OIL & GAS GROUP LLC,22756,2R,ADAMS RANCH,D-14,384487,1994-06-30T00:00:00Z,BEAVER,11,06N,24ECM,NA,C,NW,SW,36.999415,-100.438676,902,2500,NA,NA,LANSING
3500724235,NORTH LAKE RESOURCES LLC,24571,2D,KIOWA CREEK,5-16,454520,2001-07-24T00:00:00Z,BEAVER,16,03N,27ECM,C,NW,NW,SE,36.723809,-100.1535,500,200,NA,NA,COUNCIL GROVE
3500724282,BEREXCO LLC,22550,2R,HELEN UNIT WIW,5X,536285,2007-03-05T00:00:00Z,BEAVER,11,01N,23ECM,SE,SE,SE,NW,36.566321274,-100.549968362,2000,7000,NA,NA,MORROW
3500724509,GRAVITY WATER MIDSTREAM OPERATING LLC,24677,CDW,SCHMIDT,1-10,532557,2006-11-22T00:00:00Z,BEAVER,10,05N,21ECM,NA,C,SW,SW,36.908143,-100.781,300,1000,NA,NA,COUNCIL GROVE
3500724643,LATIGO OIL AND GAS INC,10027,2RSI,HANCOCK,5-27,800106,2003-12-23T00:00:00Z,BEAVER,27,04N,24ECM,C,E2,W2,W2,36.783022,-100.4666,0,100,NA,NA,COUNCIL GROVE
3500724705,RESOURCE OIL AND GAS LLC,24248,2D,FRONK,10-1,1105860050,2011-05-10T00:00:00Z,BEAVER,1,01N,22ECM,NA,NA,C,NW,36.5836743,-100.6437359,1500,6000,NA,NA,WOLFCAMP
3500724742,LATIGO OIL AND GAS INC,10027,2RSI,DIXON,2-6,800083,2002-08-14T00:00:00Z,BEAVER,6,04N,27ECM,NA,C,N2,SW,36.83899,-100.1952,0,40,NA,NA,PERMIAN
3500724870,TEX-OK ENERGY LP,18105,CDW,LUCKY DUCK,1,476151,2003-05-21T00:00:00Z,BEAVER,25,02N,24ECM,NA,C,SE,NE,36.610823,-100.4182,750,4000,NA,NA,COUNCIL GROVE
3500724956,TEX-OK ENERGY LP,18105,CDW,HIGH VOLTAGE,6,489930,2004-05-11T00:00:00Z,BEAVER,31,06N,25ECM,S2,S2,N2,SW,36.939959,-100.3994,750,6000,NA,NA,COUNCIL GROVE
3500724973,RAYDON EXPLORATION INC,14683,2D,BESSIE,1-26,508881,2005-07-28T00:00:00Z,BEAVER,26,06N,22ECM,C,N2,SW,NE,36.960121,-100.6455,100,900,NA,NA,KANSAS CITY/LANSING
3500725142,BEREXCO LLC,22550,2R,HELEN UNIT,7X,2100601802,2021-08-24T00:00:00Z,BEAVER,2,01N,23ECM,N2,S2,SW,NW,36.581299,-100.5578,2000,4999,NA,NA,MORROW
3500725143,BEREXCO LLC,22550,2R,HELEN UNIT WIW,3X,536284,2007-03-05T00:00:00Z,BEAVER,3,01N,23ECM,SW,SW,NW,NE,36.583999,-100.5686,2000,7000,NA,NA,MORROW
3500725367,E2 OPERATING LLC,23901,2D,JACKSON,1-24,568805,2009-07-02T00:00:00Z,BEAVER,24,02N,22ECM,SE,SW,SW,SE,36.616916,-100.638177,750,10000,NA,NA,WOLFCAMPIAN
3500725382,WESTERN MOUNTAIN RESOURCES LLC,24669,2D,ELIZABETH SWD,1,1005420146,2010-03-08T00:00:00Z,BEAVER,32,03N,22ECM,SW,SW,SW,SE,36.674948612,-100.711201791,750,10000,NA,NA,DOLOMITE
3500725400,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3117,1102650025,2010-11-15T00:00:00Z,BEAVER,31,01N,20ECM,NW,SE,NW,NW,36.51241471,-100.9510529,2000,2000,CO2,4000,MORROW UP
3500725457,ENCINO OPERATING LLC,23270,2D,PATZKOWSKY,1-29D,1108170077,2011-09-09T00:00:00Z,BEAVER,29,03N,22ECM,S2,SW,NW,NW,36.69993838,-100.7193853,1000,15000,NA,NA,BROWN DOLOMITE
3500725506,PERDURE PETROLEUM LLC,3417,2R,CAMRICK UNIT,3417,2006060032,2020-02-25T00:00:00Z,BEAVER,34,01N,20ECM,SW,NE,SE,NE,0,0,2000,2500,NA,NA,MORROW
3500725515,NICHOLS WATER SERVICE INC,13447,CDW,NICHOLS BEAVER,1,1206970031,2012-06-18T00:00:00Z,BEAVER,30,04N,24ECM,NE,SE,SW,SW,36.77708076,-100.519647,500,20000,NA,NA,COUNCIL GROVE
3500725516,RESOURCE OIL AND GAS LLC,24248,2D,CALDWELL SWD,2-19,1206580088,2012-06-18T00:00:00Z,BEAVER,19,03N,23ECM,NE,SW,SE,SE,36.70448999,-100.6159523,1700,8000,NA,NA,COUNCIL GROVE
3500725531,OVERFLOW ENERGY LLC,22383,CDW,BRYANS CORNER EAST SWD,1,1300360133,2012-09-17T00:00:00Z,BEAVER,21,02N,21ECM,SW,NE,SE,NE,36.625789,-100.793911,1500,20000,NA,NA,WOLFCAMP
3500725557,CONTANGO MIDSTREAM COMPANY,24435,2D,DUNCAN,1-1 SWD,1500180075,2014-09-08T00:00:00Z,BEAVER,1,05N,24ECM,SE,SE,SW,NW,36.92904,-100.1843,1500,4900,NA,NA,TOPEKA
3500725571,SNYDER PARTNERS,19732,2R,PAYDAY,4,1307530033,2013-07-26T00:00:00Z,BEAVER,30,05N,22ECM,NA,C,SE,SE,36.86501792,-100.7129706,1000,400,NA,NA,LANSING
3500725572,EXCELSIOR EXPLORATION CORPORATION,24690,2R,PRICE TRUST,2-21 H,1609860014,2016-08-23T00:00:00Z,BEAVER,21,01N,21ECM,SW,SW,SE,SE,36.529895395,-100.795243921,500,4999,NA,NA,MARMATON
3500725602,RESOURCE OIL AND GAS LLC,24248,2D,REAL ESTATE SWD,1,1402720038,2013-11-06T00:00:00Z,BEAVER,27,01N,20ECM,NE,NE,NE,SW,36.521691,-100.892418,1250,50000,NA,NA,"CHASE, COUNCIL GROVE"
3500725661,RESOURCE OIL AND GAS LLC,24248,2D,BOYD SOUTH SWD,1,1405440062,2014-02-27T00:00:00Z,BEAVER,25,03N,20ECM,SW,NE,NE,NE,36.70234186,-100.8476508,1250,35000,NA,NA,BROWN DOLOMITE
3500730078,UNIT PETROLEUM COMPANY,16711,2D,MCGLAMERY,1 SWD,1201590029,2011-10-10T00:00:00Z,BEAVER,21,02N,22ECM,NA,C,SW,SE,36.61817717,-100.6911013,1000,10000,NA,NA,BROWN DOLOMITE
3500730203,NICHOLS WATER SERVICE INC,13447,CDW,NICHOLS,3 SWD,407349,1996-11-27T00:00:00Z,BEAVER,30,06N,24ECM,C,SE,SW,NE,36.958506,-100.4999,500,10000,NA,NA,CHASE
3500735007,OPAL OPERATING COMPANY LLC,24474,2D,MCFARLAND,3,1306590009,2013-06-19T00:00:00Z,BEAVER,31,05N,23ECM,NA,C,SW,NE,36.857774,-100.6094,500,500,NA,NA,MARMATON
3500735075,RESOURCE OIL AND GAS LLC,24248,2D,CAMRICK UNIT,2551 SWD,1205710005,2012-04-16T00:00:00Z,BEAVER,25,01N,20ECM,C,NE,NE,SW,36.521174516,-100.856060051,1600,15000,NA,NA,CHASE
3500735086,CAPTUREPOINT LLC,24125,2R,NW CAMRICK UNIT,15-1,1006700111,2012-12-11T00:00:00Z,BEAVER,19,01N,20ECM,NA,SW,SW,NE,36.536264,-100.9465,2000,2000,CO2,4000,MORROW UP
3500735168,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3461,482979,2003-11-21T00:00:00Z,BEAVER,34,01N,20ECM,NA,C,NE,SW,36.504767,-100.8958,2000,2000,GAS,4000,MORROW UP
3500735220,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2811,534435,2007-01-19T00:00:00Z,BEAVER,28,01N,20ECM,NA,C,NE,NE,36.526448,-100.9048,2000,2000,GAS,4000,MORROW UP
3500735268,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3351,457162,2001-10-10T00:00:00Z,BEAVER,33,01N,20ECM,NA,C,W2,SW,36.502882,-100.9183,2000,2000,GAS,4000,MORROW UP
3500735353,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3341,442407,2000-06-29T00:00:00Z,BEAVER,33,01N,20ECM,NA,C,NW,NW,36.512862,-100.916065,2000,2000,GAS,4000,MORROW UP
3500735411,EXCELSIOR EXPLORATION CORPORATION,24690,2R,WEST ELMWOOD UNIT,20-1,378975,1993-12-28T00:00:00Z,BEAVER,8,01N,23ECM,E2,W2,NE,NE,36.570808,-100.599,300,1500,NA,NA,MORROW B SAND
3500735415,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2174,552315,2008-04-04T00:00:00Z,BEAVER,22,01N,20ECM,NA,C,NW,SW,36.533769,-100.9003,2000,2000,GAS,4000,MORROW UP
3500735437,CLOWER JIM INC,14417,2R,GHEEN,2,285033,1985-09-10T00:00:00Z,BEAVER,16,01N,24ECM,NA,C,NE,SE,36.549179,-100.4723,500,600,NA,NA,MORROW UP
3500735505,STEPHENS & JOHNSON OPERATING CO,19113,2R,BALKO SOUTH UNIT,TR12-1,67037,1967-09-28T00:00:00Z,BEAVER,10,01N,22ECM,NA,C,NW,SW,36.563425,-100.684,0,320,NA,NA,KANSAS CITY
3500735517,STEPHENS & JOHNSON OPERATING CO,19113,2R,BALKO SOUTH UNIT,TR8-4,67037,1967-09-28T00:00:00Z,BEAVER,9,01N,22ECM,NA,C,NE,NE,36.570638,-100.6885,0,590,NA,NA,KANSAS CITY
3500735543,CAPTUREPOINT LLC,24125,2D,CAMRICK UNIT,WSW 1,486106,2004-02-10T00:00:00Z,BEAVER,28,01N,20ECM,NA,NA,NE,SW,36.519196,-100.9138,325,2000,NA,NA,WOLFCAMP
3500735546,WILLIFORD ENERGY COMPANY,7697,2R,NW DOWER UNIT,6-2,1304690094,2013-05-20T00:00:00Z,BEAVER,18,01N,21ECM,NA,C,N2,NE,36.55391,-100.835,2000,1000,NA,NA,MORROW UP
3500735553,WILLIFORD ENERGY COMPANY,7697,2R,NW DOWER UNIT,5-1A,124063,1976-09-08T00:00:00Z,BEAVER,17,01N,21ECM,NA,C,SW,NW,36.552157,-100.8282,3000,650,NA,NA,MORROW
3500735573,WILLIFORD ENERGY COMPANY,7697,2R,NW DOWER UNIT,17-2,228020,1982-11-16T00:00:00Z,BEAVER,20,01N,21ECM,NA,C,NW,SW,36.53403,-100.8282,2500,500,NA,NA,MORROW UP
3500735576,WILLIFORD ENERGY COMPANY,7697,2R,NW DOWER UNIT,9-2,86805,1971-09-24T00:00:00Z,BEAVER,18,01N,21ECM,NA,C,NW,SW,36.54847,-100.8462,3000,650,NA,NA,MORROW
3500735893,WILLIFORD ENERGY COMPANY,7697,2R,NW DOWER UNIT,14-3,150095,1979-02-26T00:00:00Z,BEAVER,19,01N,21ECM,NA,C,SE,SE,36.530345,-100.8327,2500,500,NA,NA,MORROW UP
3500735907,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2872,457163,2001-10-10T00:00:00Z,BEAVER,28,01N,20ECM,NA,C,SW,SE,36.515571,-100.9093,2000,2000,GAS,4000,MORROW UP
3500735925,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2641,551030,2008-03-05T00:00:00Z,BEAVER,26,01N,20ECM,NA,C,NW,NW,36.526588,-100.8823,2000,2000,GAS,4000,MORROW UP
3500735943,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2741,550905,2008-03-04T00:00:00Z,BEAVER,27,01N,20ECM,NA,C,SW,NW,36.522893,-100.9003,2000,2000,GAS,4000,MORROW UP
3500735944,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2751,504989,2005-05-05T00:00:00Z,BEAVER,27,01N,20ECM,NA,C,SW,SW,36.515642,-100.9003,2000,2000,GAS,2000,MORROW UP
3500735945,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3112,1600530026,2015-10-07T00:00:00Z,BEAVER,31,01N,20ECM,NA,C,SW,NE,36.508168,-100.9454,2000,2000,GAS,4000,MORROW UP
3500735959,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3161,482837,2003-11-19T00:00:00Z,BEAVER,31,01N,20ECM,NA,C,NE,SW,36.504542,-100.9499,2000,2000,GAS,4000,MORROW UP
3500735984,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3551,504135,2005-04-15T00:00:00Z,BEAVER,35,01N,20ECM,NA,C,SW,SW,36.50121,-100.8822,2000,2000,GAS,2000,MORROW UP
3500735986,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2772,486167,2004-02-11T00:00:00Z,BEAVER,27,01N,20ECM,NA,C,SE,SE,36.515643,-100.8868,2000,2000,GAS,4000,MORROW UP
3500735987,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2721,490576,2004-05-27T00:00:00Z,BEAVER,27,01N,20ECM,NA,C,SW,NE,36.522894,-100.8913,2000,2000,GAS,4000,MORROW UP
3500735992,BEREXCO LLC,22550,2R,HELEN UNIT WIW,6X,536345,2007-03-06T00:00:00Z,BEAVER,2,01N,23ECM,NA,NW,NW,SE,36.578581,-100.5494,2000,7000,NA,NA,MORROW
3500735999,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,1531,554893,2008-06-04T00:00:00Z,BEAVER,15,01N,20ECM,W2,E2,SW,NW,36.552938537,-100.897463271,2000,2000,GAS,4000,MORROW UP
3500736077,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3371,457164,2001-10-10T00:00:00Z,BEAVER,33,01N,20ECM,NA,C,SW,SE,36.50107,-100.9093,2000,2000,GAS,4000,MORROW UP
3500736079,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,3311,1600530027,2015-09-09T00:00:00Z,BEAVER,33,01N,20ECM,NA,C,SE,NE,36.50936,-100.90203,2000,2000,CO2,4000,MORROW UP
3500736172,LATIGO OIL AND GAS INC,10027,2D,BARBY RANCH UNIT,1-44 SWD,413702,1997-06-27T00:00:00Z,BEAVER,6,03N,27ECM,NA,NE,NE,SW,36.752888,-100.1918,0,500,NA,NA,COUNCIL GROVE
3500736201,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2662,504136,2005-04-15T00:00:00Z,BEAVER,26,01N,20ECM,NA,C,SE,SW,36.515712,-100.8778,2000,2000,GAS,2000,MORROW UP
3500736270,CAPTUREPOINT LLC,24125,2R,CAMRICK UNIT,2131,551029,2008-03-05T00:00:00Z,BEAVER,21,01N,20ECM,NA,C,NE,SW,36.533698,-100.9138,2000,2000,GAS,4000,MORROW UP
3500736351,HUNTINGTON ENERGY LLC,19961,2R,S BOYD EXTENSION UNIT,18-1,267173,1984-10-18T00:00:00Z,BEAVER,13,02N,20ECM,NA,C,SE,SW,36.63179,-100.8598,3500,600,NA,NA,MORROW UP
3500736374,HUNTINGTON ENERGY LLC,19961,2R,S BOYD EXTENSION UNIT,14-2,64195,1966-11-09T00:00:00Z,BEAVER,15,02N,20ECM,NA,C,NE,SE,36.635279,-100.8868,"NA","NA",NA,NA,MORROW UP
3500736445,AVALANCHE OIL & GAS LLC,23107,2R,BOYD UNIT,7-1,1007610062,2010-06-30T00:00:00Z,BEAVER,9,02N,21ECM,SE,SW,SW,SE,36.645569,-100.8001,1500,800,NA,NA,MORROW UP
